Subject	TrialLearn	TrialTest	Condition	Correct	SRPE	RTlearn	RTrecog	RTcertain	Hit	Certainty	LearnChosenInOptions	TestChosenInOptions	TestChosenAltOption	TestChosenNoOption	Rechosen
13	9	1	4	0	-0.25	1460	11153	2926	0	1	1	1	1	0	0
13	19	15	4	0	-0.25	500	1087	700	1	3	1	1	0	0	0
13	25	21	4	0	-0.25	2678	5256	1093	1	1	1	1	0	0	0
13	18	12	4	0	-0.25	1819	5196	1967	1	2	1	1	0	0	0
13	56	58	4	0	-0.25	2175	4088	622	1	1	1	1	0	0	0
13	43	49	2	1	0.5	1473	5765	431	0	1	1	0	0	1	0
13	37	37	1	1	0	803	7425	908	1	1	1	1	0	0	1
13	21	22	2	0	-0.5	3279	2301	1282	0	3	1	1	1	0	1
13	11	11	2	1	0.5	2797	2166	1024	1	3	1	1	0	0	1
13	38	40	4	0	-0.25	1604	7081	1270	1	3	1	1	0	0	0
13	42	46	1	1	0	868	4203	363	1	1	1	1	0	0	1
13	7	4	4	0	-0.25	762	7502	947	0	1	1	1	1	0	0
13	14	18	2	0	-0.5	1292	7581	457	1	1	1	1	0	0	0
13	10	7	2	0	-0.5	2251	14712	745	0	1	1	0	0	1	0
13	44	41	2	0	-0.5	2221	5810	883	1	2	1	1	0	0	0
13	4	5	1	1	0	1212	6258	2628	1	2	1	1	0	0	1
13	31	31	1	1	0	767	4118	848	0	2	1	0	0	1	0
13	52	53	1	1	0	908	3987	1382	1	2	1	1	0	0	1
13	46	43	4	0	-0.25	2647	7388	455	1	1	1	1	0	0	0
13	30	30	2	0	-0.5	2710	4288	443	0	1	1	1	1	0	1
14	56	59	4	0	-0.25	1417	4622	1385	1	3	1	1	0	0	0
14	38	37	2	0	-0.5	1409	2625	589	1	3	1	1	0	0	0
14	48	44	1	1	0	1839	4231	555	1	3	1	1	0	0	1
14	9	5	2	1	0.5	3019	3115	867	1	3	1	1	0	0	1
14	47	48	4	1	0.75	871	2651	465	1	3	1	1	0	0	1
14	23	28	2	0	-0.5	1786	7604	435	1	3	1	1	0	0	0
14	40	31	4	0	-0.25	1446	8521	423	1	3	1	1	0	0	0
14	19	18	4	0	-0.25	1107	3850	644	1	3	1	1	0	0	0
14	54	53	4	0	-0.25	889	5044	1327	1	3	1	1	0	0	0
14	60	54	2	1	0.5	1582	5014	1674	1	3	1	1	0	0	1
14	22	23	4	0	-0.25	1172	3534	1701	1	3	1	1	0	0	0
14	57	57	1	1	0	986	4208	617	1	3	0	0	0	0	1
14	17	20	1	1	0	682	4886	612	1	3	1	1	0	0	1
14	59	56	1	1	0	2386	4996	653	1	3	1	1	0	0	1
14	58	55	4	1	0.75	1044	8306	545	1	3	1	1	0	0	1
14	36	38	1	1	0	1061	2577	565	1	3	1	1	0	0	1
14	7	7	2	1	0.5	5013	3849	619	1	3	1	1	0	0	1
14	50	45	2	1	0.5	2661	5395	606	1	3	1	1	0	0	1
14	14	13	1	1	0	1023	2223	1206	1	3	1	1	0	0	1
14	26	27	4	0	-0.25	849	3366	456	1	3	1	1	0	0	0
14	27	25	4	1	0.75	4881	6121	507	1	3	1	1	0	0	1
14	43	49	1	1	0	896	4950	494	1	3	1	1	0	0	1
14	5	8	1	1	0	1172	2227	781	1	3	1	1	0	0	1
14	39	39	1	1	0	1270	5513	451	1	3	1	1	0	0	1
14	44	42	1	1	0	1673	4677	615	1	3	1	1	0	0	1
14	32	40	4	1	0.75	1072	2678	564	1	3	1	1	0	0	1
14	33	36	4	0	-0.25	3112	4988	445	1	3	1	1	0	0	0
14	20	16	2	1	0.5	4223	4056	1079	1	3	1	1	0	0	1
14	42	47	1	1	0	1575	8051	1419	1	3	1	1	0	0	1
14	8	10	2	0	-0.5	2649	2115	833	1	3	1	1	0	0	0
14	34	33	2	1	0.5	1700	3539	468	1	3	1	1	0	0	1
14	12	17	4	1	0.75	3926	2811	892	1	3	1	1	0	0	1
14	13	12	2	0	-0.5	2107	33380	587	1	1	1	1	0	0	0
14	18	19	2	0	-0.5	1713	5247	680	1	3	1	1	0	0	0
14	51	51	4	0	-0.25	806	5269	583	1	3	1	1	0	0	0
14	10	4	1	1	0	826	5141	592	1	3	1	1	0	0	1
14	46	41	2	1	0.5	963	4652	1319	1	3	1	1	0	0	1
14	28	30	1	1	0	968	2701	765	1	3	1	1	0	0	1
14	2	9	4	0	-0.25	7016	3625	677	1	3	1	1	0	0	0
14	49	50	2	0	-0.5	978	5579	491	1	3	1	1	0	0	0
14	52	60	1	1	0	2180	2989	469	1	3	1	1	0	0	1
14	53	58	2	0	-0.5	1541	4942	529	1	3	1	1	0	0	0
14	24	26	4	0	-0.25	1671	4570	685	1	3	1	1	0	0	0
14	25	29	2	1	0.5	948	4839	514	1	3	1	1	0	0	1
14	11	11	4	0	-0.25	4796	16552	1751	1	2	1	1	0	0	0
14	21	21	2	0	-0.5	2535	5028	466	1	3	1	1	0	0	0
14	31	32	4	0	-0.25	1568	1806	502	1	3	1	1	0	0	0
14	45	43	2	0	-0.5	2122	5757	414	1	3	1	1	0	0	0
14	30	24	4	0	-0.25	1181	3444	519	1	3	1	1	0	0	0
14	29	22	4	0	-0.25	1893	3090	668	1	3	1	1	0	0	0
14	55	52	1	1	0	875	4913	400	1	3	1	1	0	0	1
14	35	35	1	1	0	1157	5152	535	1	3	1	1	0	0	1
14	6	2	2	0	-0.5	3560	3086	2026	1	3	1	1	0	0	0
14	41	46	4	0	-0.25	3012	4302	499	1	3	1	1	0	0	0
14	4	6	2	1	0.5	1496	3401	749	1	3	1	1	0	0	1
14	16	14	1	1	0	1054	6461	769	1	3	1	1	0	0	1
14	3	3	1	1	0	1410	3137	1008	1	3	1	1	0	0	1
14	37	34	1	1	0	1306	2550	393	1	3	1	1	0	0	1
14	15	15	2	1	0.5	1616	38611	510	1	1	1	1	0	0	1
14	1	1	1	1	0	2174	4600	1372	1	3	1	1	0	0	1
15	6	1	2	1	0.5	5724	7010	1947	1	3	1	1	0	0	1
15	58	57	2	1	0.5	1257	5078	969	1	3	1	1	0	0	1
15	29	27	1	1	0	3120	4584	435	1	4	1	1	0	0	1
15	17	13	2	0	-0.5	1051	10996	1217	1	2	1	1	0	0	0
15	24	24	4	1	0.75	3029	2714	389	1	4	1	1	0	0	1
15	49	42	4	0	-0.25	758	7866	881	0	1	1	1	1	0	0
15	57	56	4	0	-0.25	2506	2559	416	1	4	1	1	0	0	0
15	35	38	4	0	-0.25	905	2586	803	1	3	1	1	0	0	0
15	19	20	1	1	0	3371	13338	783	1	2	1	1	0	0	1
15	33	39	2	1	0.5	2240	4051	932	1	3	1	1	0	0	1
15	12	18	2	0	-0.5	4044	6384	1247	1	4	1	1	0	0	0
15	9	9	4	0	-0.25	3328	1156	967	1	4	1	1	0	0	0
15	52	51	2	0	-0.5	2674	10365	919	1	4	1	1	0	0	0
15	55	59	1	1	0	1067	8757	1031	0	1	1	0	0	1	0
15	43	48	1	1	0	1548	5987	351	0	1	1	0	0	1	0
15	38	37	2	1	0.5	554	2971	667	1	2	1	1	0	0	1
15	7	8	2	0	-0.5	3425	4600	802	1	4	1	1	0	0	0
15	59	53	4	0	-0.25	3147	6713	569	1	4	1	1	0	0	0
15	41	47	1	1	0	2142	5681	776	1	4	1	1	0	0	1
15	34	40	1	1	0	1663	18091	1364	1	1	1	1	0	0	1
15	14	16	1	1	0	3649	3267	993	1	4	1	1	0	0	1
15	15	15	4	0	-0.25	4622	3195	1484	1	3	1	1	0	0	0
15	45	50	4	0	-0.25	5163	4541	811	0	2	1	1	1	0	0
15	40	34	1	1	0	1048	3292	853	1	3	1	1	0	0	1
15	47	49	1	1	0	2214	5799	691	1	4	1	1	0	0	1
15	16	19	2	1	0.5	1650	3077	817	1	4	1	1	0	0	1
15	5	10	2	1	0.5	1981	4466	1164	1	4	1	1	0	0	1
15	44	41	1	1	0	1854	4421	648	1	3	1	1	0	0	1
15	8	7	4	0	-0.25	3858	1951	464	1	4	1	1	0	0	0
15	32	35	1	1	0	1198	3486	449	1	4	1	1	0	0	1
15	51	60	4	0	-0.25	587	3101	2550	1	4	1	1	0	0	0
15	20	17	4	1	0.75	1065	12170	1803	1	3	1	1	0	0	1
15	54	54	2	1	0.5	3733	10740	494	1	4	1	1	0	0	1
15	27	29	4	1	0.75	907	13457	1777	1	3	1	1	0	0	1
15	4	5	2	1	0.5	3305	8893	1484	0	2	1	0	0	1	0
15	60	52	1	1	0	1290	2272	435	1	4	1	1	0	0	1
15	28	21	4	1	0.75	550	2705	416	1	4	1	1	0	0	1
15	11	14	4	0	-0.25	3779	5103	1895	1	4	1	1	0	0	0
15	39	36	1	1	0	710	5889	359	1	4	1	1	0	0	1
15	23	28	1	1	0	3152	3338	760	1	4	1	1	0	0	1
15	53	55	2	0	-0.5	3860	3432	440	1	4	1	1	0	0	0
15	30	25	2	0	-0.5	982	8902	1094	1	3	1	1	0	0	0
15	36	32	4	1	0.75	4030	4470	327	0	4	1	1	1	0	0
15	21	22	2	1	0.5	2983	20218	442	1	2	1	1	0	0	1
15	1	3	4	0	-0.25	1772	2775	412	1	4	1	1	0	0	0
15	48	43	1	1	0	2024	4873	761	1	3	1	1	0	0	1
15	22	26	2	0	-0.5	1739	1244	434	1	4	1	1	0	0	0
15	10	6	2	0	-0.5	5014	11688	1867	1	2	1	1	0	0	0
15	13	11	4	0	-0.25	924	3468	2390	1	4	1	1	0	0	0
15	56	58	1	1	0	1818	1322	316	1	4	1	1	0	0	1
15	18	12	4	0	-0.25	2755	19670	451	0	2	1	1	1	0	0
15	42	46	1	1	0	1122	7492	1153	0	1	1	0	0	1	0
15	50	44	1	1	0	1650	2798	301	1	4	1	1	0	0	1
15	3	2	4	0	-0.25	1207	3673	682	1	4	1	1	0	0	0
15	26	23	1	1	0	2849	4136	652	1	4	1	1	0	0	1
15	25	30	2	0	-0.5	2650	5432	612	0	2	1	0	0	1	0
15	37	33	2	1	0.5	590	2375	3261	1	3	1	1	0	0	1
15	31	31	2	0	-0.5	5119	2893	315	1	4	1	1	0	0	0
15	2	4	1	1	0	3410	3649	615	1	4	1	1	0	0	1
15	46	45	4	0	-0.25	657	4612	801	1	3	1	1	0	0	0
16	59	52	4	1	0.75	1460	3668	524	0	2	1	1	1	0	0
16	15	19	4	0	-0.25	4086	5455	1015	0	2	1	1	1	0	0
16	46	46	4	0	-0.25	5609	9788	1181	1	3	1	1	0	0	0
16	2	3	1	1	0	1599	4925	1075	0	4	1	0	0	1	0
16	37	33	4	1	0.75	1978	2073	182	1	4	1	1	0	0	1
16	38	39	4	0	-0.25	1352	3643	296	1	3	1	1	0	0	0
16	52	58	2	1	0.5	975	2550	527	1	4	1	1	0	0	1
16	33	37	1	1	0	837	4587	681	0	2	1	0	0	1	0
16	57	56	2	0	-0.5	967	2638	646	0	3	1	0	0	1	0
16	11	12	4	0	-0.25	4341	6552	871	1	2	1	1	0	0	0
16	51	51	2	1	0.5	1581	3145	785	0	2	1	0	0	1	0
16	34	32	4	0	-0.25	1318	4482	596	1	3	1	1	0	0	0
16	45	50	2	0	-0.5	2113	2933	271	1	4	1	1	0	0	0
16	10	9	4	0	-0.25	4528	4305	987	0	1	1	1	1	0	1
16	17	17	2	0	-0.5	1459	1863	717	1	4	1	1	0	0	0
16	4	4	1	1	0	1043	13440	1337	0	1	1	0	0	1	0
16	42	42	4	0	-0.25	11226	7721	1006	0	2	1	1	1	0	0
16	23	30	2	0	-0.5	3014	3112	591	1	3	1	1	0	0	0
16	16	15	2	0	-0.5	2271	3774	398	1	4	1	1	0	0	0
16	31	40	2	1	0.5	5052	3350	112	0	2	1	0	0	1	0
16	9	1	4	0	-0.25	10323	10739	2354	0	2	1	1	1	0	0
16	14	11	1	1	0	851	5973	949	0	3	1	0	0	1	0
16	35	31	4	1	0.75	759	2301	401	1	4	1	1	0	0	1
16	7	5	4	1	0.75	2450	4801	1846	1	3	1	1	0	0	1
16	22	28	2	1	0.5	2646	3749	616	0	2	1	0	0	1	0
16	36	35	2	1	0.5	746	4206	169	1	2	1	1	0	0	1
16	28	29	1	1	0	845	5676	1769	1	3	1	1	0	0	1
16	56	55	1	1	0	587	1237	412	1	4	1	1	0	0	1
16	30	25	4	1	0.75	5765	3966	282	1	3	1	1	0	0	1
16	29	26	1	1	0	1845	4297	911	0	2	1	0	0	1	0
16	19	20	1	1	0	1227	5972	512	1	3	1	1	0	0	1
16	32	36	1	1	0	690	4801	182	0	3	1	0	0	1	0
16	5	6	2	0	-0.5	2116	7695	1625	1	2	1	1	0	0	0
16	26	23	4	0	-0.25	1003	9345	1370	1	3	1	1	0	0	0
16	53	57	2	1	0.5	2112	3687	340	0	3	1	0	0	1	0
16	1	8	4	0	-0.25	2532	8537	896	1	2	1	1	0	0	0
16	60	60	1	1	0	604	2774	761	1	3	1	1	0	0	1
16	49	49	1	1	0	881	4235	904	1	3	1	1	0	0	1
16	50	44	1	1	0	780	4457	193	0	2	1	0	0	1	0
16	41	48	2	1	0.5	913	2675	633	1	2	1	1	0	0	1
16	12	18	1	1	0	1781	2967	151	1	3	1	1	0	0	1
16	21	21	4	0	-0.25	2280	2563	802	1	4	1	1	0	0	0
16	20	14	4	0	-0.25	6819	2076	772	1	4	1	1	0	0	0
16	40	38	2	0	-0.5	1144	8729	503	1	3	1	1	0	0	0
16	8	7	4	0	-0.25	956	2460	480	1	4	1	1	0	0	0
16	55	59	1	1	0	670	2780	762	1	3	1	1	0	0	1
16	18	13	2	0	-0.5	801	5088	744	1	3	1	1	0	0	0
16	27	22	2	0	-0.5	2565	2902	146	0	4	1	1	1	0	1
16	6	10	2	1	0.5	2913	5305	377	1	4	1	1	0	0	1
16	58	54	1	1	0	809	2306	701	0	2	1	0	0	1	0
16	48	43	4	0	-0.25	2522	3205	133	1	4	1	1	0	0	0
16	13	16	1	1	0	1433	2566	1132	0	2	1	0	0	1	0
16	25	27	1	1	0	422	4113	207	1	2	1	1	0	0	1
16	3	2	2	1	0.5	5002	1477	1412	0	4	1	1	1	0	0
16	24	24	2	1	0.5	1013	5047	486	0	2	1	0	0	1	0
16	43	45	1	1	0	1086	4038	3065	0	2	1	0	0	1	0
16	39	34	4	0	-0.25	2044	3627	189	0	2	1	1	1	0	0
16	47	47	1	1	0	693	3112	650	0	2	1	0	0	1	0
16	44	41	1	1	0	2666	11428	932	0	2	1	0	0	1	0
16	54	53	2	0	-0.5	1141	8354	482	0	3	1	1	1	0	1
17	37	31	2	0	-0.5	830	4523	590	1	2	1	1	0	0	0
17	45	46	2	1	0.5	1200	2099	218	1	3	1	1	0	0	1
17	43	44	1	1	0	837	2454	153	1	3	1	1	0	0	1
17	3	4	2	1	0.5	942	3605	1365	1	2	1	1	0	0	1
17	38	33	1	1	0	658	2113	383	1	3	1	1	0	0	1
17	25	29	1	1	0	903	12214	506	1	2	1	1	0	0	1
17	28	27	4	0	-0.25	674	5120	556	1	2	1	1	0	0	0
17	59	56	4	0	-0.25	797	2355	285	1	3	1	1	0	0	0
17	21	30	1	1	0	1147	1711	478	1	3	1	1	0	0	1
17	34	40	4	0	-0.25	594	1175	291	1	3	1	1	0	0	0
17	36	32	2	0	-0.5	830	2579	499	1	2	1	1	0	0	0
17	18	13	4	0	-0.25	951	4738	562	1	2	1	1	0	0	0
17	27	21	1	1	0	904	10028	950	0	1	1	0	0	1	0
17	14	14	4	0	-0.25	546	3788	441	1	2	1	1	0	0	0
17	6	3	2	1	0.5	953	1664	1048	1	3	1	1	0	0	1
17	17	18	1	1	0	795	2352	765	1	3	1	1	0	0	1
17	24	24	2	1	0.5	739	1924	407	1	2	1	1	0	0	1
17	2	10	2	1	0.5	1584	5166	577	1	2	1	1	0	0	1
17	16	17	4	1	0.75	824	2915	479	1	2	1	1	0	0	1
17	5	6	2	0	-0.5	1001	6950	1435	0	2	1	0	0	1	0
17	23	22	1	1	0	1047	1074	351	1	3	1	1	0	0	1
17	35	39	2	1	0.5	1063	3008	496	1	2	1	1	0	0	1
17	19	11	1	1	0	869	2629	365	1	3	1	1	0	0	1
17	39	36	2	1	0.5	2079	1654	295	1	3	1	1	0	0	1
17	46	48	4	1	0.75	1485	3299	156	1	3	1	1	0	0	1
17	8	1	1	1	0	1426	5000	1352	1	3	1	1	0	0	1
17	10	9	1	1	0	1151	3932	879	1	2	1	1	0	0	1
17	20	12	2	1	0.5	1143	1502	538	1	3	1	1	0	0	1
17	52	52	1	1	0	904	1555	181	1	3	1	1	0	0	1
17	30	28	1	1	0	981	5028	558	1	2	1	1	0	0	1
17	7	7	2	1	0.5	1582	1775	453	1	3	1	1	0	0	1
17	55	59	2	0	-0.5	829	4081	210	1	2	1	1	0	0	0
17	9	8	4	0	-0.25	994	3012	1177	1	2	1	1	0	0	0
17	60	51	2	0	-0.5	1913	2835	1277	1	2	1	1	0	0	0
17	26	26	2	0	-0.5	943	3148	311	1	2	1	1	0	0	0
17	12	16	4	0	-0.25	724	4895	1115	1	2	1	1	0	0	0
17	29	23	1	1	0	1126	1928	587	1	3	1	1	0	0	1
17	54	60	4	0	-0.25	617	2435	212	1	3	1	1	0	0	0
17	57	58	4	1	0.75	308	1847	407	1	3	1	1	0	0	1
17	4	5	1	1	0	2378	3356	681	1	3	1	1	0	0	1
17	47	47	2	1	0.5	298	1509	199	1	3	1	1	0	0	1
17	50	50	1	1	0	340	11131	409	1	1	1	1	0	0	1
17	22	25	4	0	-0.25	1964	2496	425	1	2	1	1	0	0	0
17	53	54	4	0	-0.25	230	13419	360	0	1	1	1	1	0	0
17	42	49	4	1	0.75	1362	2710	151	1	3	1	1	0	0	1
17	31	35	4	0	-0.25	502	3209	285	1	2	1	1	0	0	0
17	11	20	1	1	0	1084	3274	413	1	2	1	1	0	0	1
17	51	55	4	0	-0.25	358	2227	161	1	3	1	1	0	0	0
17	40	37	4	1	0.75	1372	2475	287	1	2	1	1	0	0	1
17	58	53	1	1	0	952	2675	210	1	3	1	1	0	0	1
17	41	43	4	0	-0.25	307	2551	273	1	3	1	1	0	0	0
17	1	2	2	0	-0.5	1275	2567	535	1	3	1	1	0	0	0
17	33	34	4	0	-0.25	1151	3220	352	1	2	1	1	0	0	0
17	44	45	1	1	0	842	7643	263	1	2	1	1	0	0	1
17	13	19	1	1	0	1331	2223	468	1	3	1	1	0	0	1
17	48	41	2	0	-0.5	746	8256	345	1	2	1	1	0	0	0
17	56	57	2	0	-0.5	596	6811	223	1	2	1	1	0	0	0
17	15	15	2	0	-0.5	645	3094	331	1	2	1	1	0	0	0
17	32	38	1	1	0	1129	4818	919	1	2	1	1	0	0	1
17	49	42	4	0	-0.25	514	4254	568	1	2	1	1	0	0	0
18	30	22	1	1	0	6204	4506	387	1	4	1	1	0	0	1
18	3	4	2	0	-0.5	5277	6243	589	1	1	1	1	0	0	0
18	35	32	2	1	0.5	1816	5315	740	1	1	1	1	0	0	1
18	44	45	2	1	0.5	6722	3415	288	0	1	1	1	1	0	0
18	32	33	4	0	-0.25	2775	2664	862	1	4	1	1	0	0	0
18	29	23	2	1	0.5	4707	3297	533	1	4	1	1	0	0	1
18	53	60	4	0	-0.25	2659	4933	695	1	4	1	1	0	0	0
18	12	19	1	1	0	6036	7025	649	1	4	1	1	0	0	1
18	58	59	2	1	0.5	1730	2901	387	1	4	1	1	0	0	1
18	4	3	4	1	0.75	4243	1647	867	1	4	1	1	0	0	1
18	49	47	1	1	0	4077	10157	780	1	4	1	1	0	0	1
18	21	24	4	1	0.75	3840	12527	456	1	1	1	1	0	0	1
18	36	35	4	0	-0.25	3805	8210	842	1	3	1	1	0	0	0
18	6	6	1	1	0	4127	4786	594	1	4	1	1	0	0	1
18	2	8	1	1	0	2153	7344	641	1	4	1	1	0	0	1
18	42	42	4	0	-0.25	1382	8393	804	1	4	1	1	0	0	0
18	26	25	1	1	0	3078	4023	714	1	4	1	1	0	0	1
18	41	50	1	1	0	2814	5746	541	1	4	1	1	0	0	1
18	17	14	2	0	-0.5	8950	4347	407	0	1	1	0	0	1	0
18	10	9	1	1	0	4302	5027	1232	1	2	1	1	0	0	1
18	52	57	4	1	0.75	2967	5719	481	1	4	1	1	0	0	1
18	19	12	1	1	0	5332	6540	489	0	1	1	0	0	1	0
18	57	51	2	0	-0.5	3586	8039	1124	0	3	1	1	1	0	1
18	13	11	2	1	0.5	3218	2825	695	1	4	1	1	0	0	1
18	37	34	2	1	0.5	6840	6872	651	1	4	1	1	0	0	1
18	27	30	4	0	-0.25	3970	5318	956	1	4	1	1	0	0	0
18	48	46	2	0	-0.5	3752	5470	877	0	1	1	0	0	1	0
18	60	54	2	0	-0.5	5904	3879	1049	1	2	1	1	0	0	0
18	59	53	1	1	0	4558	13509	671	1	1	1	1	0	0	1
18	24	27	4	0	-0.25	6419	3837	525	1	4	1	1	0	0	0
18	51	56	2	0	-0.5	5618	9643	356	0	1	1	1	1	0	1
18	47	41	1	1	0	3340	5061	984	1	1	1	1	0	0	1
18	23	26	2	1	0.5	4750	2860	501	1	4	1	1	0	0	1
18	8	2	1	1	0	2899	1494	1023	1	4	1	1	0	0	1
18	25	21	1	1	0	4585	4021	715	1	4	1	1	0	0	1
18	9	5	4	1	0.75	3387	3850	726	1	4	1	1	0	0	1
18	22	28	4	0	-0.25	5011	6714	539	1	4	1	1	0	0	0
18	55	55	4	1	0.75	1899	3767	701	1	4	1	1	0	0	1
18	54	52	4	0	-0.25	5587	6650	704	1	4	1	1	0	0	0
18	56	58	4	0	-0.25	1678	6049	390	1	1	1	1	0	0	0
18	18	20	4	0	-0.25	4097	9931	441	1	4	1	1	0	0	0
18	43	49	1	1	0	4746	3621	751	1	4	1	1	0	0	1
18	40	39	2	0	-0.5	4543	5053	592	1	4	1	1	0	0	0
18	50	48	2	1	0.5	2927	5334	1133	0	1	1	0	0	1	0
18	28	29	1	1	0	4166	10243	258	1	1	1	1	0	0	1
18	34	31	1	1	0	6686	3685	393	0	4	1	0	0	1	0
18	39	37	1	1	0	3430	2949	464	1	3	1	1	0	0	1
18	31	36	2	1	0.5	6732	7636	436	1	4	1	1	0	0	1
18	1	1	4	0	-0.25	4999	5658	1189	1	3	1	1	0	0	0
18	38	38	1	1	0	4326	4090	1482	1	3	1	1	0	0	1
18	7	7	2	0	-0.5	2351	8724	444	1	1	1	1	0	0	0
18	15	17	2	1	0.5	6763	2924	473	1	4	1	1	0	0	1
18	16	18	1	1	0	3261	7323	329	0	1	1	0	0	1	0
18	46	44	4	0	-0.25	2356	5413	333	1	4	1	1	0	0	0
18	45	43	4	0	-0.25	2413	4581	723	1	4	1	1	0	0	0
18	33	40	4	0	-0.25	5502	3813	414	1	3	1	1	0	0	0
18	20	13	4	0	-0.25	2074	2212	388	1	4	1	1	0	0	0
18	11	16	2	0	-0.5	7109	7248	1191	0	3	1	0	0	1	0
18	14	15	2	0	-0.5	4872	8344	490	1	2	1	1	0	0	0
18	5	10	1	1	0	4987	4508	470	1	4	1	1	0	0	1
19	41	43	1	1	0	12499	9430	812	1	4	1	1	0	0	1
19	46	48	1	1	0	6778	5372	395	1	4	1	1	0	0	1
19	29	21	4	0	-0.25	7856	37025	3049	1	2	1	1	0	0	0
19	20	11	2	0	-0.5	12222	33700	2090	1	3	1	1	0	0	0
19	39	39	4	0	-0.25	3384	6239	930	1	4	1	1	0	0	0
19	14	17	4	0	-0.25	6095	7254	1469	1	3	1	1	0	0	0
19	58	60	4	0	-0.25	5586	8078	568	1	3	1	1	0	0	0
19	27	24	4	0	-0.25	11255	7801	1051	1	4	1	1	0	0	0
19	11	12	2	1	0.5	9416	7664	642	1	3	1	1	0	0	1
19	35	38	1	1	0	8223	4950	550	1	4	1	1	0	0	1
19	42	50	4	0	-0.25	12356	4367	646	1	4	1	1	0	0	0
19	7	9	4	0	-0.25	16078	7395	1252	1	4	1	1	0	0	0
19	52	51	4	1	0.75	8356	6420	837	1	4	1	1	0	0	1
19	21	26	2	1	0.5	8743	6658	664	1	4	1	1	0	0	1
19	43	46	1	1	0	6276	9094	822	1	2	1	1	0	0	1
19	3	6	4	0	-0.25	10944	2652	1723	1	4	1	1	0	0	0
19	19	16	1	1	0	10564	2969	771	1	4	1	1	0	0	1
19	10	5	1	1	0	21965	4652	1628	1	4	1	1	0	0	1
19	49	44	2	1	0.5	7421	5730	1212	1	4	1	1	0	0	1
19	45	42	4	0	-0.25	7032	19058	1605	1	2	1	1	0	0	0
19	13	15	1	1	0	8435	7002	1563	1	4	1	1	0	0	1
19	40	36	1	1	0	6954	7291	2391	1	4	1	1	0	0	1
19	4	3	1	1	0	18121	20689	2536	1	3	1	1	0	0	1
19	17	13	1	1	0	11649	5517	2087	1	4	1	1	0	0	1
19	44	49	1	1	0	9461	6515	935	1	4	1	1	0	0	1
19	30	23	1	1	0	7066	4711	2225	1	4	1	1	0	0	1
19	31	35	2	0	-0.5	6765	10215	1270	1	4	1	1	0	0	0
19	6	7	2	1	0.5	4037	8099	3723	1	3	1	1	0	0	1
19	34	37	1	1	0	11875	8968	1995	1	2	1	1	0	0	1
19	55	59	4	0	-0.25	8084	7330	337	1	4	1	1	0	0	0
19	53	54	2	0	-0.5	10389	5941	396	1	4	1	1	0	0	0
19	25	22	2	1	0.5	7556	52270	1890	1	1	1	1	0	0	1
19	50	45	2	0	-0.5	5255	3613	1567	1	4	1	1	0	0	0
19	9	4	2	0	-0.5	14648	12165	1707	1	3	1	1	0	0	0
19	28	25	4	0	-0.25	9172	4300	778	1	4	1	1	0	0	0
19	22	30	2	0	-0.5	3809	9711	1540	1	3	1	1	0	0	0
19	57	52	1	1	0	9205	14172	617	1	3	1	1	0	0	1
19	2	10	2	1	0.5	5072	4252	2559	1	4	1	1	0	0	1
19	33	33	2	1	0.5	11366	6291	839	1	4	1	1	0	0	1
19	60	53	4	0	-0.25	11899	2261	892	1	4	1	1	0	0	0
19	12	18	4	0	-0.25	10227	5698	569	1	3	1	1	0	0	0
19	8	1	1	1	0	18590	5217	6035	1	4	1	1	0	0	1
19	54	56	1	1	0	6186	4610	486	1	4	1	1	0	0	1
19	32	31	1	1	0	14780	25334	2363	0	2	1	0	0	1	0
19	38	34	4	1	0.75	8125	7148	616	1	4	1	1	0	0	1
19	15	19	2	0	-0.5	13631	17326	2013	1	3	1	1	0	0	0
19	47	41	4	0	-0.25	9567	5615	484	1	3	1	1	0	0	0
19	5	8	2	1	0.5	8721	6080	1907	1	4	1	1	0	0	1
19	1	2	1	1	0	19237	5242	1377	1	4	1	1	0	0	1
19	36	32	2	1	0.5	6290	10257	2616	1	4	1	1	0	0	1
19	56	55	2	0	-0.5	4341	4080	409	1	4	1	1	0	0	0
19	18	14	4	1	0.75	11982	3407	1676	1	4	1	1	0	0	1
19	51	57	4	1	0.75	3340	5276	376	1	4	1	1	0	0	1
19	48	47	1	1	0	10087	16921	1406	1	1	1	1	0	0	1
19	16	20	2	1	0.5	4792	3664	988	1	4	1	1	0	0	1
19	26	29	1	1	0	16117	8090	1728	0	3	1	0	0	1	0
19	37	40	2	0	-0.5	6654	3220	765	1	4	1	1	0	0	0
19	23	28	4	1	0.75	16257	4039	2222	1	4	1	1	0	0	1
19	59	58	4	0	-0.25	4590	6954	543	1	2	1	1	0	0	0
19	24	27	2	0	-0.5	5639	3303	944	1	4	1	1	0	0	0
20	48	43	1	1	0	2065	7913	145	0	1	1	0	0	1	0
20	50	46	4	0	-0.25	1296	4216	102	0	3	1	1	1	0	0
20	57	55	1	1	0	1666	8859	210	0	1	1	0	0	1	0
20	27	29	4	0	-0.25	7076	6306	132	1	1	1	1	0	0	0
20	30	30	4	0	-0.25	3537	5928	590	1	3	1	1	0	0	0
20	44	50	2	1	0.5	2395	7190	161	0	2	1	1	1	0	0
20	47	45	2	1	0.5	3290	3239	152	0	3	1	1	1	0	0
20	29	25	1	1	0	1477	4403	103	1	3	1	1	0	0	1
