Subject	TrialLearn	TrialTest	Condition	Correct	SRPE	RTlearn	RTrecog	RTcertain	Hit	Certainty	LearnChosenInOptions	TestChosenInOptions	TestChosenAltOption	TestChosenNoOption	Rechosen
7	60	58	2	1	0.5	1536	3124	721	1	3	1	1	0	0	1
7	33	37	1	1	0	5648	6162	873	1	2	1	1	0	0	1
7	14	19	1	1	0	5186	3785	998	1	3	1	1	0	0	1
7	58	55	1	1	0	1535	4063	986	1	3	1	1	0	0	1
7	10	3	4	0	-0.25	6987	3056	2088	1	2	1	1	0	0	0
7	18	12	2	0	-0.5	8925	3215	1005	1	3	1	1	0	0	0
7	40	32	2	1	0.5	2632	5086	867	1	3	1	1	0	0	1
7	36	35	1	1	0	2439	3873	1924	1	3	1	1	0	0	1
7	30	25	4	0	-0.25	6451	2143	944	1	3	1	1	0	0	0
7	39	33	4	0	-0.25	4297	5858	798	1	2	1	1	0	0	0
7	16	18	2	0	-0.5	4887	3903	851	1	3	1	1	0	0	0
7	22	30	4	1	0.75	7957	2086	554	1	3	1	1	0	0	1
7	27	27	2	1	0.5	2255	1836	717	1	3	1	1	0	0	1
7	52	60	4	1	0.75	2516	3567	1123	1	3	1	1	0	0	1
7	56	54	4	0	-0.25	2380	3752	807	1	2	1	1	0	0	0
7	2	9	1	1	0	2954	4576	2403	1	3	1	1	0	0	1
7	8	10	2	0	-0.5	4995	4054	882	1	2	1	1	0	0	0
7	46	48	2	0	-0.5	1824	3672	880	1	2	1	1	0	0	0
7	41	42	2	1	0.5	2894	7661	1025	1	2	1	1	0	0	1
7	20	17	1	1	0	4366	2857	2019	1	3	1	1	0	0	1
7	49	43	1	1	0	2571	6364	681	1	2	1	1	0	0	1
7	7	1	4	1	0.75	8988	4393	3107	1	2	1	1	0	0	1
7	42	46	2	1	0.5	3290	15655	1267	0	1	1	1	1	0	0
7	6	8	1	1	0	3677	7415	2482	1	2	1	1	0	0	1
7	31	31	1	1	0	2762	9228	1083	1	3	1	1	0	0	1
7	32	40	1	1	0	5666	2958	1032	1	3	1	1	0	0	1
7	44	50	4	0	-0.25	5685	5165	1015	1	3	1	1	0	0	0
7	25	24	2	1	0.5	5743	1738	1222	1	3	1	1	0	0	1
7	34	36	4	1	0.75	4220	3506	370	1	3	1	1	0	0	1
7	29	26	1	1	0	4084	4881	1099	1	2	1	1	0	0	1
7	5	4	2	0	-0.5	10902	10313	2055	1	2	1	1	0	0	0
7	9	7	2	0	-0.5	3160	3461	1324	1	3	1	1	0	0	0
7	47	44	2	0	-0.5	5102	4660	746	1	2	1	1	0	0	0
7	3	2	2	1	0.5	3555	2828	1277	1	3	1	1	0	0	1
7	17	13	4	0	-0.25	2976	3021	936	1	3	1	1	0	0	0
7	55	51	1	1	0	1819	3298	630	1	3	1	1	0	0	1
7	57	56	4	0	-0.25	1410	3752	839	1	3	1	1	0	0	0
7	28	22	4	0	-0.25	6013	5459	1066	1	2	1	1	0	0	0
7	43	45	4	0	-0.25	9573	3750	708	1	2	1	1	0	0	0
7	37	34	4	0	-0.25	2209	7051	655	1	2	1	1	0	0	0
7	21	28	2	0	-0.5	3643	7959	1335	1	2	1	1	0	0	0
7	12	20	1	1	0	3744	5964	2173	1	1	1	1	0	0	1
7	53	59	1	1	0	1548	9219	1796	1	1	1	1	0	0	1
7	51	53	1	1	0	3879	1948	755	1	3	1	1	0	0	1
7	23	21	4	0	-0.25	8272	6479	1172	1	3	1	1	0	0	0
8	28	26	2	1	0.5	2124	1079	804	1	4	1	1	0	0	1
8	32	33	1	1	0	1757	4907	1428	1	1	1	1	0	0	1
8	54	60	4	0	-0.25	3038	5125	430	1	4	1	1	0	0	0
8	15	15	2	1	0.5	1466	2215	533	1	4	1	1	0	0	1
8	8	6	2	0	-0.5	2244	2085	786	1	4	1	1	0	0	0
8	19	11	2	0	-0.5	1338	5373	2280	1	3	1	1	0	0	0
8	29	25	1	1	0	1691	2284	1449	1	4	1	1	0	0	1
8	34	39	1	1	0	1909	3676	1175	0	2	1	0	0	1	0
8	59	54	1	1	0	1545	3068	538	1	4	1	1	0	0	1
8	52	55	2	0	-0.5	2258	3610	914	1	4	1	1	0	0	0
8	51	57	1	1	0	1927	4717	2673	1	3	1	1	0	0	1
8	24	21	4	0	-0.25	1034	7389	795	1	1	1	1	0	0	0
8	13	17	2	0	-0.5	1729	8404	1138	1	2	1	1	0	0	0
8	36	34	1	1	0	1610	5238	1404	1	4	1	1	0	0	1
8	43	49	1	1	0	1507	2520	549	1	4	1	1	0	0	1
8	38	35	1	1	0	2326	4649	700	1	1	1	1	0	0	1
8	6	7	2	0	-0.5	1349	4483	2182	1	3	1	1	0	0	0
8	37	37	2	0	-0.5	2176	1866	489	1	4	1	1	0	0	0
8	60	58	2	0	-0.5	2263	7561	1173	0	2	1	1	1	0	1
8	27	28	2	1	0.5	3332	4437	758	1	2	1	1	0	0	1
8	21	29	4	0	-0.25	1848	3379	511	1	4	1	1	0	0	0
8	2	10	4	0	-0.25	2610	4399	968	1	2	1	1	0	0	0
8	4	1	2	1	0.5	3112	5959	3228	1	1	1	1	0	0	1
8	17	12	4	0	-0.25	2238	2245	1204	1	2	1	1	0	0	0
8	42	48	1	1	0	1450	2312	1551	1	4	1	1	0	0	1
8	30	23	1	1	0	1557	5273	724	1	2	1	1	0	0	1
8	44	42	4	0	-0.25	1533	5438	974	1	4	1	1	0	0	0
8	22	30	1	1	0	1013	6163	919	0	1	1	0	0	1	0
8	50	43	2	1	0.5	2322	3156	1025	1	2	1	1	0	0	1
8	46	47	2	1	0.5	1921	6734	1394	1	4	1	1	0	0	1
8	1	3	2	1	0.5	2367	1268	1570	1	4	1	1	0	0	1
8	5	8	1	1	0	975	4429	1547	1	3	1	1	0	0	1
8	23	27	1	1	0	822	5424	715	0	2	1	0	0	1	0
8	31	31	4	0	-0.25	2007	5295	776	1	4	1	1	0	0	0
8	40	40	4	1	0.75	1854	1527	1419	1	4	1	1	0	0	1
8	16	16	1	1	0	1176	6269	1189	1	1	1	1	0	0	1
8	14	20	4	0	-0.25	2034	3713	641	1	1	1	1	0	0	0
8	26	22	2	1	0.5	2981	3438	1702	1	3	1	1	0	0	1
8	12	14	2	0	-0.5	2549	7666	622	0	1	1	1	1	0	1
8	11	19	4	0	-0.25	3161	11421	817	0	1	1	1	1	0	0
8	9	9	4	1	0.75	1679	3721	1543	1	4	1	1	0	0	1
8	10	4	4	0	-0.25	1353	2086	1407	1	4	1	1	0	0	0
8	41	44	1	1	0	1785	3436	1435	1	2	1	1	0	0	1
8	56	53	4	1	0.75	1992	5227	433	1	4	1	1	0	0	1
8	7	5	4	0	-0.25	1930	3038	1080	1	4	1	1	0	0	0
8	35	38	1	1	0	1637	3491	519	1	4	1	1	0	0	1
8	53	52	4	0	-0.25	2624	2173	686	1	4	1	1	0	0	0
8	20	13	1	1	0	997	5239	1272	1	1	1	1	0	0	1
8	39	32	2	1	0.5	2351	1616	450	1	4	1	1	0	0	1
8	33	36	2	1	0.5	2728	3058	837	1	4	1	1	0	0	1
8	47	41	4	0	-0.25	2456	1567	1022	1	4	1	1	0	0	0
8	45	50	4	0	-0.25	1465	2888	1106	1	4	1	1	0	0	0
8	49	45	2	0	-0.5	2321	5677	780	1	1	1	1	0	0	0
8	57	56	4	1	0.75	4101	2481	1311	1	4	1	1	0	0	1
8	18	18	1	1	0	2035	3263	2237	1	4	1	1	0	0	1
8	25	24	2	0	-0.5	3941	2415	2019	1	3	1	1	0	0	0
8	55	59	4	1	0.75	2421	1570	1203	1	4	1	1	0	0	1
8	48	46	1	1	0	2004	5411	856	1	1	1	1	0	0	1
8	3	2	1	1	0	1525	3698	1258	1	1	1	1	0	0	1
8	58	51	4	0	-0.25	1127	2183	675	1	4	1	1	0	0	0
9	60	60	2	1	0.5	1372	5013	751	1	3	1	1	0	0	1
9	53	57	4	0	-0.25	1684	9742	795	1	1	1	1	0	0	0
9	24	21	1	1	0	1467	1629	620	1	4	1	1	0	0	1
9	37	37	4	0	-0.25	2320	12310	1441	1	3	1	1	0	0	0
9	51	55	1	1	0	1017	2438	583	1	4	1	1	0	0	1
9	6	5	2	1	0.5	1565	9775	1139	1	2	1	1	0	0	1
9	3	1	1	1	0	1280	6371	3347	1	4	1	1	0	0	1
9	34	39	2	0	-0.5	1273	2814	487	1	3	1	1	0	0	0
9	4	3	4	1	0.75	2570	3114	993	1	4	1	1	0	0	1
9	5	10	4	0	-0.25	1528	3486	697	1	4	1	1	0	0	0
9	22	25	1	1	0	1161	5384	830	1	3	1	1	0	0	1
9	32	36	2	1	0.5	1911	2812	614	1	3	1	1	0	0	1
9	14	12	4	0	-0.25	797	6482	1241	0	1	1	1	1	0	0
9	55	54	2	1	0.5	1538	3090	654	1	3	1	1	0	0	1
9	25	27	2	1	0.5	2042	9141	772	0	1	1	0	0	1	0
9	45	49	4	1	0.75	863	1915	625	1	4	1	1	0	0	1
9	7	7	2	0	-0.5	1679	2636	1242	1	3	1	1	0	0	0
9	58	53	2	1	0.5	1642	5354	543	1	3	1	1	0	0	1
9	46	46	4	0	-0.25	1335	12908	665	1	1	1	1	0	0	0
9	52	56	2	0	-0.5	1385	3148	594	1	4	1	1	0	0	0
9	15	11	1	1	0	916	9586	756	1	2	1	1	0	0	1
9	57	51	4	1	0.75	3063	2796	572	1	4	1	1	0	0	1
9	41	45	1	1	0	1201	11475	682	1	1	1	1	0	0	1
9	19	17	1	1	0	1184	2930	603	1	4	1	1	0	0	1
9	56	58	1	1	0	922	4833	1115	1	1	1	1	0	0	1
9	54	59	4	0	-0.25	1857	3111	541	1	4	1	1	0	0	0
9	13	14	2	0	-0.5	1516	19321	1038	0	1	1	0	0	1	0
9	30	28	4	0	-0.25	1645	8463	652	1	1	1	1	0	0	0
9	1	8	1	1	0	1905	5924	1213	1	3	1	1	0	0	1
9	12	13	2	1	0.5	2039	2405	675	1	4	1	1	0	0	1
9	59	52	4	0	-0.25	1398	5701	803	1	3	1	1	0	0	0
9	21	26	1	1	0	1048	2022	439	1	4	1	1	0	0	1
9	23	24	4	0	-0.25	2688	2805	1558	1	4	1	1	0	0	0
9	17	18	2	0	-0.5	1722	3247	406	1	4	1	1	0	0	0
9	40	40	2	1	0.5	1569	22009	911	1	1	1	1	0	0	1
9	20	15	1	1	0	1197	6337	1725	1	4	1	1	0	0	1
9	35	38	4	1	0.75	2503	6797	633	1	3	1	1	0	0	1
9	43	50	1	1	0	1379	2790	437	1	4	1	1	0	0	1
9	38	32	4	0	-0.25	1817	5426	1044	1	2	1	1	0	0	0
9	28	22	2	0	-0.5	1728	6619	656	1	4	1	1	0	0	0
9	18	19	4	1	0.75	2656	2030	414	1	4	1	1	0	0	1
9	47	42	4	0	-0.25	864	1534	644	1	4	1	1	0	0	0
9	31	35	1	1	0	1337	2029	362	1	4	1	1	0	0	1
9	29	29	4	0	-0.25	2025	9305	1720	0	3	1	1	1	0	0
9	50	41	4	0	-0.25	2780	2536	731	1	3	1	1	0	0	0
9	9	4	4	0	-0.25	2457	1733	797	1	4	1	1	0	0	0
9	39	31	1	1	0	1011	3255	737	1	4	1	1	0	0	1
9	26	23	1	1	0	1032	2862	1034	1	4	1	1	0	0	1
9	49	47	1	1	0	905	8745	1057	1	3	1	1	0	0	1
9	44	43	2	1	0.5	1378	10755	1103	0	1	1	0	0	1	0
9	42	44	4	0	-0.25	1289	4393	843	1	3	1	1	0	0	0
9	33	34	1	1	0	1109	2795	561	1	4	1	1	0	0	1
9	48	48	2	0	-0.5	1984	3668	408	1	3	1	1	0	0	0
9	16	20	2	1	0.5	1943	10817	1547	1	1	1	1	0	0	1
9	36	33	2	0	-0.5	2272	3663	614	1	4	1	1	0	0	0
9	2	9	1	1	0	2322	2737	1129	1	3	1	1	0	0	1
9	8	2	1	1	0	1531	4682	1467	1	3	1	1	0	0	1
9	10	6	2	0	-0.5	1440	9777	1961	1	2	1	1	0	0	0
9	27	30	2	0	-0.5	2649	12024	873	1	4	1	1	0	0	0
9	11	16	1	1	0	1134	3128	848	1	4	1	1	0	0	1
10	37	31	2	1	0.5	1662	4652	956	1	2	1	1	0	0	1
10	56	57	1	1	0	814	4046	1137	1	2	1	1	0	0	1
10	3	6	2	0	-0.5	3593	5584	1289	1	3	0	1	0	0	0
10	49	49	4	1	0.75	1006	4746	1858	1	2	1	1	0	0	1
10	52	55	1	1	0	876	3651	999	0	1	1	0	0	1	0
10	29	30	4	0	-0.25	1146	4729	1344	1	4	1	1	0	0	0
10	6	5	1	1	0	1228	16033	1224	1	3	0	0	0	0	1
10	41	50	1	1	0	734	2865	1305	1	4	1	1	0	0	1
10	51	59	2	0	-0.5	1626	2989	1972	0	1	1	1	1	0	1
10	43	46	1	1	0	2359	3890	1715	0	3	1	0	0	1	0
10	33	34	2	0	-0.5	2428	2667	1045	1	4	1	1	0	0	0
10	35	32	2	1	0.5	2617	8516	1764	1	2	1	1	0	0	1
10	57	51	4	0	-0.25	1939	3127	1064	1	4	1	1	0	0	0
10	13	14	1	1	0	997	4605	2057	0	2	1	0	0	1	0
10	40	36	4	0	-0.25	1296	4936	786	1	4	1	1	0	0	0
10	9	8	2	1	0.5	1757	4241	1250	1	1	1	1	0	0	1
10	53	60	1	1	0	734	5281	899	1	2	1	1	0	0	1
10	36	38	2	1	0.5	2439	13291	2021	0	2	1	1	1	0	0
10	60	58	4	1	0.75	776	6574	1101	0	2	1	1	1	0	0
10	1	4	1	1	0	4591	6076	766	1	4	1	1	0	0	1
10	54	54	2	0	-0.5	1122	5266	1396	0	2	1	0	0	1	0
10	24	21	2	0	-0.5	1136	2298	563	0	1	1	1	1	0	1
10	7	9	4	0	-0.25	2042	4528	2257	1	3	1	1	0	0	0
10	31	39	4	0	-0.25	1058	3362	905	0	3	1	1	1	0	0
10	30	27	1	1	0	1064	10632	1620	0	2	1	0	0	1	0
10	55	53	2	1	0.5	2286	2857	1111	1	3	1	1	0	0	1
10	19	13	2	0	-0.5	2762	10047	719	1	1	0	1	0	0	0
10	21	22	1	1	0	1247	3787	1037	1	4	1	1	0	0	1
10	10	1	4	0	-0.25	1637	3013	1861	1	3	1	1	0	0	0
10	48	42	2	0	-0.5	2072	2	42	1	2	1	1	0	0	0
10	28	23	2	0	-0.5	1835	2476	958	1	4	1	1	0	0	0
10	50	44	4	1	0.75	1485	1986	635	1	4	1	1	0	0	1
10	26	26	4	1	0.75	1413	5844	2003	1	1	1	1	0	0	1
10	20	11	4	0	-0.25	1839	1025	2727	0	1	1	1	1	0	0
10	58	52	2	1	0.5	938	5284	1754	0	2	1	0	0	1	0
10	46	43	4	0	-0.25	1291	2306	829	1	4	1	1	0	0	0
10	4	2	2	1	0.5	2577	4876	1106	1	3	1	1	0	0	1
10	5	7	4	0	-0.25	1590	4883	2291	0	2	1	1	1	0	0
10	8	3	4	0	-0.25	1919	4622	1375	0	4	1	1	1	0	1
10	27	25	1	1	0	976	3414	791	0	3	1	0	0	1	0
10	12	19	2	1	0.5	1156	5029	821	0	1	1	0	0	1	0
10	32	33	2	0	-0.5	1000	6949	1273	0	2	1	1	1	0	1
10	47	45	4	0	-0.25	2297	3855	1253	1	2	1	1	0	0	0
10	14	16	1	1	0	1447	5915	1039	1	2	1	1	0	0	1
10	2	10	1	1	0	3424	6289	1136	0	1	0	1	1	0	0
10	38	40	1	1	0	1674	3334	1020	0	3	0	0	0	1	0
10	22	28	1	1	0	1023	2443	886	0	2	1	0	0	1	0
10	18	12	4	0	-0.25	1120	7197	765	0	2	1	1	1	0	0
10	44	48	2	1	0.5	2320	5104	1343	1	3	1	1	0	0	1
10	15	20	1	1	0	944	6062	1037	1	2	0	0	0	0	1
10	25	29	4	0	-0.25	1044	1782	1136	1	2	1	1	0	0	0
10	59	56	2	1	0.5	1790	1812	1200	1	3	1	1	0	0	1
10	16	17	4	0	-0.25	1579	7784	2020	1	2	1	1	0	0	0
10	42	41	1	1	0	893	1688	626	1	1	1	1	0	0	1
10	45	47	2	0	-0.5	1824	2775	1194	0	3	1	1	1	0	1
10	23	24	4	0	-0.25	1416	3578	3009	0	2	1	1	1	0	0
10	11	18	1	1	0	899	5819	1260	0	1	0	0	0	1	0
10	17	15	1	1	0	1279	2862	2624	1	3	1	1	0	0	1
10	39	37	4	1	0.75	801	6927	1196	1	2	1	1	0	0	1
10	34	35	1	1	0	739	6591	2248	0	3	1	0	0	1	0
11	33	37	4	0	-0.25	710	2399	496	1	4	1	1	0	0	0
11	20	17	4	1	0.75	1232	5973	597	0	1	1	1	1	0	0
11	35	36	1	1	0	5607	5182	400	1	4	1	1	0	0	1
11	17	15	2	1	0.5	2250	2000	364	1	4	1	1	0	0	1
11	42	47	4	1	0.75	3734	4746	243	1	4	1	1	0	0	1
11	44	46	4	0	-0.25	1070	5489	671	1	2	1	1	0	0	0
11	60	57	4	1	0.75	1724	8494	717	0	1	1	1	1	0	0
11	40	33	1	1	0	4909	3221	330	1	4	1	1	0	0	1
11	39	31	1	1	0	5363	2583	454	1	4	1	1	0	0	1
11	29	26	1	1	0	3587	3450	743	1	4	1	1	0	0	1
11	25	28	2	0	-0.5	1468	10301	1228	1	2	1	1	0	0	0
11	55	59	4	1	0.75	1073	5910	426	1	4	1	1	0	0	1
11	58	52	2	1	0.5	2511	5025	1355	1	1	1	1	0	0	1
11	57	56	2	1	0.5	1991	3864	326	1	4	1	1	0	0	1
11	50	50	2	0	-0.5	1772	3852	343	1	4	1	1	0	0	0
11	47	41	4	0	-0.25	1945	8595	819	1	2	1	1	0	0	0
11	46	49	4	1	0.75	2119	3433	371	1	4	1	1	0	0	1
11	34	39	1	1	0	4069	8268	744	0	2	1	0	0	1	0
11	13	14	4	0	-0.25	3770	4715	483	1	4	1	1	0	0	0
11	43	48	2	1	0.5	1257	9975	438	0	1	1	0	0	1	0
11	41	42	2	0	-0.5	3819	7138	714	1	3	0	1	0	0	0
11	38	40	1	1	0	5208	9486	362	1	1	1	1	0	0	1
11	10	9	4	0	-0.25	2347	6592	522	1	3	1	1	0	0	0
11	21	25	4	0	-0.25	805	6313	1081	1	3	1	1	0	0	0
11	18	19	1	1	0	5370	1864	568	1	4	1	1	0	0	1
11	22	21	2	0	-0.5	1867	8002	443	1	1	1	1	0	0	0
11	28	27	2	0	-0.5	2390	10606	1051	1	3	1	1	0	0	0
11	49	43	4	0	-0.25	1962	9614	329	0	1	1	1	1	0	1
11	6	1	1	1	0	2315	5308	2026	0	1	1	0	0	1	0
11	32	34	1	1	0	3083	10033	534	0	1	1	0	0	1	0
11	54	51	1	1	0	2788	6352	463	1	4	1	1	0	0	1
11	48	45	1	1	0	3822	4089	1078	1	4	1	1	0	0	1
11	51	55	1	1	0	3830	2382	270	1	4	1	1	0	0	1
11	5	3	2	0	-0.5	4556	7291	2296	0	2	1	1	1	0	1
11	8	7	4	0	-0.25	2947	2558	801	1	4	1	1	0	0	0
11	23	22	2	1	0.5	1871	3346	490	1	4	1	1	0	0	1
11	11	11	2	0	-0.5	4916	2628	515	1	4	1	1	0	0	0
11	15	16	4	0	-0.25	2907	12449	1681	1	2	1	1	0	0	0
11	14	18	1	1	0	3742	7430	712	0	1	1	0	0	1	0
11	3	5	4	0	-0.25	2515	4222	1548	1	4	1	1	0	0	0
11	31	32	4	0	-0.25	1405	2457	369	1	4	1	1	0	0	0
11	1	6	2	0	-0.5	8086	6440	881	1	4	1	1	0	0	0
11	4	10	1	1	0	3094	8180	1528	0	2	1	0	0	1	0
11	9	2	2	1	0.5	4505	7231	1236	0	1	1	0	0	1	0
11	24	30	2	1	0.5	2101	4038	1057	1	4	1	1	0	0	1
11	7	8	2	1	0.5	3619	5761	1342	1	3	1	1	0	0	1
11	52	54	2	1	0.5	2210	9014	1412	0	2	1	0	0	1	0
11	56	60	4	0	-0.25	1143	5987	494	0	3	1	1	1	0	1
11	2	4	4	0	-0.25	3793	2747	1200	1	4	1	1	0	0	0
11	59	58	1	1	0	2275	5713	737	0	1	1	0	0	1	0
11	16	20	2	0	-0.5	3226	11996	1530	1	2	1	1	0	0	0
11	27	24	1	1	0	2378	2730	708	1	4	1	1	0	0	1
11	30	23	1	1	0	2685	10084	735	0	1	1	0	0	1	0
11	36	35	1	1	0	4574	11910	320	0	1	1	0	0	1	0
11	26	29	4	0	-0.25	861	8736	1074	1	1	1	1	0	0	0
11	45	44	1	1	0	3901	10731	771	0	1	1	0	0	1	0
11	12	12	1	1	0	4207	4610	713	1	3	1	1	0	0	1
11	53	53	2	0	-0.5	3429	7124	765	0	1	0	1	1	0	0
11	37	38	2	1	0.5	2565	15607	321	0	1	1	0	0	1	0
11	19	13	4	0	-0.25	3619	4081	744	1	3	1	1	0	0	0
12	4	6	4	0	-0.25	7800	18208	1033	0	1	1	1	1	0	0
12	15	18	1	1	0	1954	24590	888	1	1	1	1	0	0	1
12	23	28	4	0	-0.25	1724	5464	1470	1	3	1	1	0	0	0
12	52	60	2	1	0.5	1530	5444	891	1	3	1	1	0	0	1
12	18	19	2	0	-0.5	2355	1529	449	1	4	1	1	0	0	0
12	32	36	2	0	-0.5	4987	8610	650	1	3	1	1	0	0	0
12	56	57	1	1	0	1302	1970	1364	0	3	1	0	0	1	0
12	53	56	4	0	-0.25	2934	4900	1146	1	2	1	1	0	0	0
12	8	1	2	1	0.5	7755	2975	1916	1	4	1	1	0	0	1
12	40	37	1	1	0	2451	9017	908	1	2	1	1	0	0	1
12	31	33	1	1	0	1838	19549	435	0	1	1	0	0	1	0
12	30	22	4	1	0.75	7371	11863	1333	1	2	1	1	0	0	1
12	57	53	2	1	0.5	2193	8728	1497	1	2	1	1	0	0	1
12	27	23	1	1	0	1484	9517	1012	1	2	1	1	0	0	1
12	51	55	1	1	0	3931	11204	1019	1	1	1	1	0	0	1
12	60	59	4	0	-0.25	1625	2290	721	1	3	1	1	0	0	0
12	43	45	1	1	0	1103	2494	710	1	1	1	1	0	0	1
12	17	16	2	1	0.5	3916	1292	826	1	4	1	1	0	0	1
12	44	48	2	1	0.5	2281	4598	557	1	3	1	1	0	0	1
12	38	40	4	0	-0.25	5007	18167	903	0	1	1	1	1	0	0
12	35	34	1	1	0	961	4217	596	1	1	1	1	0	0	1
12	55	58	4	0	-0.25	3911	4555	682	0	2	1	1	1	0	0
12	45	46	2	1	0.5	2176	10406	886	0	1	1	0	0	1	0
12	29	27	1	1	0	1123	22427	605	1	1	1	1	0	0	1
12	13	12	1	1	0	1504	2471	378	1	4	1	1	0	0	1
12	11	14	2	0	-0.5	6962	3767	758	0	3	1	1	1	0	1
12	28	24	4	1	0.75	6548	3149	646	1	4	1	1	0	0	1
12	50	44	4	0	-0.25	5073	5084	625	1	1	1	1	0	0	0
12	24	25	2	0	-0.5	6197	19179	776	1	1	1	1	0	0	0
12	6	10	4	1	0.75	2560	5017	590	1	4	1	1	0	0	1
12	5	3	4	0	-0.25	9308	9722	1260	0	1	1	1	1	0	1
12	59	51	1	1	0	1070	4167	693	1	1	1	1	0	0	1
12	42	50	2	0	-0.5	3463	3847	314	1	4	1	1	0	0	0
12	48	41	2	1	0.5	2231	9403	307	0	1	1	1	1	0	0
12	39	32	1	1	0	2700	8436	585	1	1	1	1	0	0	1
12	58	54	2	1	0.5	713	1629	1012	1	3	1	1	0	0	1
12	41	49	4	1	0.75	1247	3974	902	1	3	1	1	0	0	1
12	49	43	4	0	-0.25	2899	6908	628	1	2	1	1	0	0	0
12	54	52	1	1	0	2561	4471	626	0	1	1	0	0	1	0
12	14	20	1	1	0	2439	5647	716	1	4	1	1	0	0	1
12	47	42	4	0	-0.25	1557	2328	376	1	4	1	1	0	0	0
12	9	9	1	1	0	1935	20377	1237	0	1	1	0	0	1	0
12	33	39	4	0	-0.25	6237	3915	666	1	3	1	1	0	0	0
12	22	21	1	1	0	1267	2388	889	1	3	1	1	0	0	1
12	12	11	2	0	-0.5	2404	1925	605	1	4	1	1	0	0	0
12	20	13	4	1	0.75	3790	14540	1779	1	2	1	1	0	0	1
12	25	30	1	1	0	1788	12811	734	0	1	1	0	0	1	0
12	21	26	2	1	0.5	3551	3414	1444	1	2	1	1	0	0	1
12	1	8	1	1	0	1637	10337	731	1	1	1	1	0	0	1
12	7	7	2	0	-0.5	1987	2754	880	1	4	1	1	0	0	0
12	26	29	2	1	0.5	2819	8736	459	1	4	1	1	0	0	1
12	36	38	4	0	-0.25	1613	4837	961	1	2	1	1	0	0	0
12	3	2	4	0	-0.25	8048	3549	1412	1	2	1	1	0	0	0
12	37	35	2	0	-0.5	1287	3638	415	1	4	1	1	0	0	0
12	10	5	2	0	-0.5	5415	2963	695	1	4	1	1	0	0	0
12	2	4	4	0	-0.25	4252	1288	894	1	4	1	1	0	0	0
12	16	17	4	0	-0.25	12114	3180	1144	1	2	1	1	0	0	0
12	46	47	1	1	0	1486	6177	979	1	3	1	1	0	0	1
12	34	31	1	1	0	1138	15110	1059	1	2	1	1	0	0	1
12	19	15	2	0	-0.5	3844	8050	926	0	1	1	0	0	1	0
13	34	33	1	1	0	1032	4290	903	1	1	1	1	0	0	1
13	3	9	4	1	0.75	1896	6942	1029	1	1	1	1	0	0	1
13	22	29	4	0	-0.25	1870	6757	849	1	1	1	1	0	0	0
13	40	34	1	1	0	801	3547	784	1	3	1	1	0	0	1
13	12	20	4	0	-0.25	709	5832	1138	1	2	1	1	0	0	0
13	1	3	1	1	0	1182	11092	4557	1	1	1	1	0	0	1
13	26	28	2	0	-0.5	3495	12255	824	0	1	1	0	0	1	0
13	49	47	2	0	-0.5	2504	4603	1284	1	3	1	1	0	0	0
13	54	59	1	1	0	806	5896	558	0	1	1	0	0	1	0
13	16	19	1	1	0	1058	4693	2245	1	2	1	1	0	0	1
13	53	54	1	1	0	775	4452	379	0	1	1	0	0	1	0
13	41	45	2	1	0.5	1664	6856	815	1	1	1	1	0	0	1
13	33	36	2	1	0.5	3281	10898	1080	1	2	1	1	0	0	1
13	15	13	4	1	0.75	1236	9578	506	1	1	1	1	0	0	1
13	55	52	4	1	0.75	1435	1963	1467	1	4	1	1	0	0	1
13	27	23	2	1	0.5	1614	5614	2601	1	2	1	1	0	0	1
13	17	17	1	1	0	855	2875	1719	1	2	1	1	0	0	1
13	32	38	1	1	0	816	6764	862	1	1	1	1	0	0	1
13	45	44	1	1	0	1050	8048	977	0	1	1	0	0	1	0
13	29	24	1	1	0	741	8637	604	1	1	1	1	0	0	1
13	58	55	4	0	-0.25	1095	5825	1274	1	2	1	1	0	0	0
13	57	57	2	1	0.5	1631	4685	724	0	2	1	0	0	1	0
13	23	27	2	1	0.5	2330	2963	983	1	3	1	1	0	0	1
13	5	6	2	0	-0.5	2416	6355	1623	1	2	1	1	0	0	0
13	28	25	1	1	0	1019	6399	484	1	1	1	1	0	0	1
13	13	16	4	0	-0.25	3910	6299	570	0	1	1	1	1	0	1
13	24	26	2	0	-0.5	2043	11909	1346	1	2	1	1	0	0	0
13	2	8	1	1	0	1204	5265	2642	1	3	1	1	0	0	1
13	39	39	1	1	0	796	3650	563	1	3	1	1	0	0	1
13	50	42	1	1	0	714	4543	396	1	1	1	1	0	0	1
13	51	56	4	0	-0.25	905	5557	1210	1	3	1	1	0	0	0
13	48	48	4	0	-0.25	1811	4557	870	1	3	1	1	0	0	0
13	36	32	4	1	0.75	2096	3246	896	1	3	1	1	0	0	1
13	20	14	2	1	0.5	1996	7751	781	0	1	1	0	0	1	0
13	35	35	1	1	0	1016	4432	951	1	1	1	1	0	0	1
13	6	10	4	0	-0.25	2775	10867	1100	1	1	1	1	0	0	0
13	60	60	4	1	0.75	2424	12773	398	1	1	1	1	0	0	1
13	47	50	2	1	0.5	2414	5027	270	1	1	1	1	0	0	1
13	8	2	2	0	-0.5	1801	6173	2357	1	2	1	1	0	0	0
13	59	51	2	1	0.5	1655	1395	625	1	3	1	1	0	0	1
